REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,MINCOABOL,COABOL,1,2032,1.0
GLOBAL,MINCOABOL,COABOL,1,2033,1.0
GLOBAL,MINCOABOL,COABOL,1,2034,1.0
GLOBAL,MINCOABOL,COABOL,1,2035,1.0
GLOBAL,MINCOABOL,COABOL,1,2036,1.0
GLOBAL,MINCOABOL,COABOL,1,2037,1.0
GLOBAL,MINCOABOL,COABOL,1,2038,1.0
GLOBAL,MINCOABOL,COABOL,1,2039,1.0
GLOBAL,MINCOABOL,COABOL,1,2040,1.0
GLOBAL,MINCOABOL,COABOL,1,2041,1.0
GLOBAL,MINCOABOL,COABOL,1,2042,1.0
GLOBAL,MINCOABOL,COABOL,1,2043,1.0
GLOBAL,MINCOABOL,COABOL,1,2044,1.0
GLOBAL,MINCOABOL,COABOL,1,2045,1.0
GLOBAL,MINCOABOL,COABOL,1,2046,1.0
GLOBAL,MINCOABOL,COABOL,1,2047,1.0
GLOBAL,MINCOABOL,COABOL,1,2048,1.0
GLOBAL,MINCOABOL,COABOL,1,2049,1.0
GLOBAL,MINCOABOL,COABOL,1,2050,1.0
GLOBAL,MINCOABRA,COABRA,1,2023,1.0
GLOBAL,MINCOABRA,COABRA,1,2024,1.0
GLOBAL,MINCOABRA,COABRA,1,2025,1.0
GLOBAL,MINCOABRA,COABRA,1,2026,1.0
GLOBAL,MINCOABRA,COABRA,1,2027,1.0
GLOBAL,MINCOABRA,COABRA,1,2028,1.0
GLOBAL,MINCOABRA,COABRA,1,2029,1.0
GLOBAL,MINCOABRA,COABRA,1,2030,1.0
GLOBAL,MINCOABRA,COABRA,1,2031,1.0
GLOBAL,MINCOABRA,COABRA,1,2032,1.0
GLOBAL,MINCOABRA,COABRA,1,2033,1.0
GLOBAL,MINCOABRA,COABRA,1,2034,1.0
GLOBAL,MINCOABRA,COABRA,1,2035,1.0
GLOBAL,MINCOABRA,COABRA,1,2036,1.0
GLOBAL,MINCOABRA,COABRA,1,2037,1.0
GLOBAL,MINCOABRA,COABRA,1,2038,1.0
GLOBAL,MINCOABRA,COABRA,1,2039,1.0
GLOBAL,MINCOABRA,COABRA,1,2040,1.0
GLOBAL,MINCOABRA,COABRA,1,2041,1.0
GLOBAL,MINCOABRA,COABRA,1,2042,1.0
GLOBAL,MINCOABRA,COABRA,1,2043,1.0
GLOBAL,MINCOABRA,COABRA,1,2044,1.0
GLOBAL,MINCOABRA,COABRA,1,2045,1.0
GLOBAL,MINCOABRA,COABRA,1,2046,1.0
GLOBAL,MINCOABRA,COABRA,1,2047,1.0
GLOBAL,MINCOABRA,COABRA,1,2048,1.0
GLOBAL,MINCOABRA,COABRA,1,2049,1.0
GLOBAL,MINCOABRA,COABRA,1,2050,1.0
GLOBAL,MINCOABRB,COABRB,1,2023,1.0
GLOBAL,MINCOABRB,COABRB,1,2024,1.0
GLOBAL,MINCOABRB,COABRB,1,2025,1.0
GLOBAL,MINCOABRB,COABRB,1,2026,1.0
GLOBAL,MINCOABRB,COABRB,1,2027,1.0
GLOBAL,MINCOABRB,COABRB,1,2028,1.0
GLOBAL,MINCOABRB,COABRB,1,2029,1.0
GLOBAL,MINCOABRB,COABRB,1,2030,1.0
GLOBAL,MINCOABRB,COABRB,1,2031,1.0
GLOBAL,MINCOABRB,COABRB,1,2032,1.0
GLOBAL,MINCOABRB,COABRB,1,2033,1.0
GLOBAL,MINCOABRB,COABRB,1,2034,1.0
GLOBAL,MINCOABRB,COABRB,1,2035,1.0
GLOBAL,MINCOABRB,COABRB,1,2036,1.0
GLOBAL,MINCOABRB,COABRB,1,2037,1.0
GLOBAL,MINCOABRB,COABRB,1,2038,1.0
GLOBAL,MINCOABRB,COABRB,1,2039,1.0
GLOBAL,MINCOABRB,COABRB,1,2040,1.0
GLOBAL,MINCOABRB,COABRB,1,2041,1.0
GLOBAL,MINCOABRB,COABRB,1,2042,1.0
GLOBAL,MINCOABRB,COABRB,1,2043,1.0
GLOBAL,MINCOABRB,COABRB,1,2044,1.0
GLOBAL,MINCOABRB,COABRB,1,2045,1.0
GLOBAL,MINCOABRB,COABRB,1,2046,1.0
GLOBAL,MINCOABRB,COABRB,1,2047,1.0
GLOBAL,MINCOABRB,COABRB,1,2048,1.0
GLOBAL,MINCOABRB,COABRB,1,2049,1.0
GLOBAL,MINCOABRB,COABRB,1,2050,1.0
GLOBAL,MINCOACHL,COACHL,1,2023,1.0
GLOBAL,MINCOACHL,COACHL,1,2024,1.0
GLOBAL,MINCOACHL,COACHL,1,2025,1.0
GLOBAL,MINCOACHL,COACHL,1,2026,1.0
GLOBAL,MINCOACHL,COACHL,1,2027,1.0
GLOBAL,MINCOACHL,COACHL,1,2028,1.0
GLOBAL,MINCOACHL,COACHL,1,2029,1.0
GLOBAL,MINCOACHL,COACHL,1,2030,1.0
GLOBAL,MINCOACHL,COACHL,1,2031,1.0
GLOBAL,MINCOACHL,COACHL,1,2032,1.0
GLOBAL,MINCOACHL,COACHL,1,2033,1.0
GLOBAL,MINCOACHL,COACHL,1,2034,1.0
GLOBAL,MINCOACHL,COACHL,1,2035,1.0
GLOBAL,MINCOACHL,COACHL,1,2036,1.0
GLOBAL,MINCOACHL,COACHL,1,2037,1.0
GLOBAL,MINCOACHL,COACHL,1,2038,1.0
GLOBAL,MINCOACHL,COACHL,1,2039,1.0
GLOBAL,MINCOACHL,COACHL,1,2040,1.0
GLOBAL,MINCOACHL,COACHL,1,2041,1.0
GLOBAL,MINCOACHL,COACHL,1,2042,1.0
GLOBAL,MINCOACHL,COACHL,1,2043,1.0
GLOBAL,MINCOACHL,COACHL,1,2044,1.0
GLOBAL,MINCOACHL,COACHL,1,2045,1.0
GLOBAL,MINCOACHL,COACHL,1,2046,1.0
GLOBAL,MINCOACHL,COACHL,1,2047,1.0
GLOBAL,MINCOACHL,COACHL,1,2048,1.0
GLOBAL,MINCOACHL,COACHL,1,2049,1.0
GLOBAL,MINCOACHL,COACHL,1,2050,1.0
GLOBAL,MINCOACOL,COACOL,1,2023,1.0
GLOBAL,MINCOACOL,COACOL,1,2024,1.0
GLOBAL,MINCOACOL,COACOL,1,2025,1.0
GLOBAL,MINCOACOL,COACOL,1,2026,1.0
GLOBAL,MINCOACOL,COACOL,1,2027,1.0
GLOBAL,MINCOACOL,COACOL,1,2028,1.0
GLOBAL,MINCOACOL,COACOL,1,2029,1.0
GLOBAL,MINCOACOL,COACOL,1,2030,1.0
GLOBAL,MINCOACOL,COACOL,1,2031,1.0
GLOBAL,MINCOACOL,COACOL,1,2032,1.0
GLOBAL,MINCOACOL,COACOL,1,2033,1.0
GLOBAL,MINCOACOL,COACOL,1,2034,1.0
GLOBAL,MINCOACOL,COACOL,1,2035,1.0
GLOBAL,MINCOACOL,COACOL,1,2036,1.0
GLOBAL,MINCOACOL,COACOL,1,2037,1.0
GLOBAL,MINCOACOL,COACOL,1,2038,1.0
GLOBAL,MINCOACOL,COACOL,1,2039,1.0
GLOBAL,MINCOACOL,COACOL,1,2040,1.0
GLOBAL,MINCOACOL,COACOL,1,2041,1.0
GLOBAL,MINCOACOL,COACOL,1,2042,1.0
GLOBAL,MINCOACOL,COACOL,1,2043,1.0
GLOBAL,MINCOACOL,COACOL,1,2044,1.0
GLOBAL,MINCOACOL,COACOL,1,2045,1.0
GLOBAL,MINCOACOL,COACOL,1,2046,1.0
GLOBAL,MINCOACOL,COACOL,1,2047,1.0
GLOBAL,MINCOACOL,COACOL,1,2048,1.0
GLOBAL,MINCOACOL,COACOL,1,2049,1.0
GLOBAL,MINCOACOL,COACOL,1,2050,1.0
GLOBAL,MINCOACRI,COACRI,1,2023,1.0
GLOBAL,MINCOACRI,COACRI,1,2024,1.0
GLOBAL,MINCOACRI,COACRI,1,2025,1.0
GLOBAL,MINCOACRI,COACRI,1,2026,1.0
GLOBAL,MINCOACRI,COACRI,1,2027,1.0
GLOBAL,MINCOACRI,COACRI,1,2028,1.0
GLOBAL,MINCOACRI,COACRI,1,2029,1.0
GLOBAL,MINCOACRI,COACRI,1,2030,1.0
GLOBAL,MINCOACRI,COACRI,1,2031,1.0
GLOBAL,MINCOACRI,COACRI,1,2032,1.0
GLOBAL,MINCOACRI,COACRI,1,2033,1.0
GLOBAL,MINCOACRI,COACRI,1,2034,1.0
GLOBAL,MINCOACRI,COACRI,1,2035,1.0
GLOBAL,MINCOACRI,COACRI,1,2036,1.0
GLOBAL,MINCOACRI,COACRI,1,2037,1.0
GLOBAL,MINCOACRI,COACRI,1,2038,1.0
GLOBAL,MINCOACRI,COACRI,1,2039,1.0
GLOBAL,MINCOACRI,COACRI,1,2040,1.0
GLOBAL,MINCOACRI,COACRI,1,2041,1.0
GLOBAL,MINCOACRI,COACRI,1,2042,1.0
GLOBAL,MINCOACRI,COACRI,1,2043,1.0
GLOBAL,MINCOACRI,COACRI,1,2044,1.0
GLOBAL,MINCOACRI,COACRI,1,2045,1.0
GLOBAL,MINCOACRI,COACRI,1,2046,1.0
GLOBAL,MINCOACRI,COACRI,1,2047,1.0
GLOBAL,MINCOACRI,COACRI,1,2048,1.0
GLOBAL,MINCOACRI,COACRI,1,2049,1.0
GLOBAL,MINCOACRI,COACRI,1,2050,1.0
GLOBAL,MINCOADOM,COADOM,1,2023,1.0
GLOBAL,MINCOADOM,COADOM,1,2024,1.0
GLOBAL,MINCOADOM,COADOM,1,2025,1.0
GLOBAL,MINCOADOM,COADOM,1,2026,1.0
GLOBAL,MINCOADOM,COADOM,1,2027,1.0
GLOBAL,MINCOADOM,COADOM,1,2028,1.0
GLOBAL,MINCOADOM,COADOM,1,2029,1.0
GLOBAL,MINCOADOM,COADOM,1,2030,1.0
GLOBAL,MINCOADOM,COADOM,1,2031,1.0
GLOBAL,MINCOADOM,COADOM,1,2032,1.0
GLOBAL,MINCOADOM,COADOM,1,2033,1.0
GLOBAL,MINCOADOM,COADOM,1,2034,1.0
GLOBAL,MINCOADOM,COADOM,1,2035,1.0
GLOBAL,MINCOADOM,COADOM,1,2036,1.0
GLOBAL,MINCOADOM,COADOM,1,2037,1.0
GLOBAL,MINCOADOM,COADOM,1,2038,1.0
GLOBAL,MINCOADOM,COADOM,1,2039,1.0
GLOBAL,MINCOADOM,COADOM,1,2040,1.0
GLOBAL,MINCOADOM,COADOM,1,2041,1.0
GLOBAL,MINCOADOM,COADOM,1,2042,1.0
GLOBAL,MINCOADOM,COADOM,1,2043,1.0
GLOBAL,MINCOADOM,COADOM,1,2044,1.0
GLOBAL,MINCOADOM,COADOM,1,2045,1.0
GLOBAL,MINCOADOM,COADOM,1,2046,1.0
GLOBAL,MINCOADOM,COADOM,1,2047,1.0
GLOBAL,MINCOADOM,COADOM,1,2048,1.0
GLOBAL,MINCOADOM,COADOM,1,2049,1.0
GLOBAL,MINCOADOM,COADOM,1,2050,1.0
GLOBAL,MINCOAECU,COAECU,1,2023,1.0
GLOBAL,MINCOAECU,COAECU,1,2024,1.0
GLOBAL,MINCOAECU,COAECU,1,2025,1.0
GLOBAL,MINCOAECU,COAECU,1,2026,1.0
GLOBAL,MINCOAECU,COAECU,1,2027,1.0
GLOBAL,MINCOAECU,COAECU,1,2028,1.0
GLOBAL,MINCOAECU,COAECU,1,2029,1.0
GLOBAL,MINCOAECU,COAECU,1,2030,1.0
GLOBAL,MINCOAECU,COAECU,1,2031,1.0
GLOBAL,MINCOAECU,COAECU,1,2032,1.0
GLOBAL,MINCOAECU,COAECU,1,2033,1.0
GLOBAL,MINCOAECU,COAECU,1,2034,1.0
GLOBAL,MINCOAECU,COAECU,1,2035,1.0
GLOBAL,MINCOAECU,COAECU,1,2036,1.0
GLOBAL,MINCOAECU,COAECU,1,2037,1.0
GLOBAL,MINCOAECU,COAECU,1,2038,1.0
GLOBAL,MINCOAECU,COAECU,1,2039,1.0
GLOBAL,MINCOAECU,COAECU,1,2040,1.0
GLOBAL,MINCOAECU,COAECU,1,2041,1.0
GLOBAL,MINCOAECU,COAECU,1,2042,1.0
GLOBAL,MINCOAECU,COAECU,1,2043,1.0
GLOBAL,MINCOAECU,COAECU,1,2044,1.0
GLOBAL,MINCOAECU,COAECU,1,2045,1.0
GLOBAL,MINCOAECU,COAECU,1,2046,1.0
GLOBAL,MINCOAECU,COAECU,1,2047,1.0
GLOBAL,MINCOAECU,COAECU,1,2048,1.0
GLOBAL,MINCOAECU,COAECU,1,2049,1.0
GLOBAL,MINCOAECU,COAECU,1,2050,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2023,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2024,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2025,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2026,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2027,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2028,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2029,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2030,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2031,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2032,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2033,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2034,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2035,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2036,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2037,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2038,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2039,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2040,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2041,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2042,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2043,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2044,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2045,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2046,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2047,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2048,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2049,1.0
GLOBAL,MINCOAGTM,COAGTM,1,2050,1.0
GLOBAL,MINCOAHND,COAHND,1,2023,1.0
GLOBAL,MINCOAHND,COAHND,1,2024,1.0
GLOBAL,MINCOAHND,COAHND,1,2025,1.0
GLOBAL,MINCOAHND,COAHND,1,2026,1.0
GLOBAL,MINCOAHND,COAHND,1,2027,1.0
GLOBAL,MINCOAHND,COAHND,1,2028,1.0
GLOBAL,MINCOAHND,COAHND,1,2029,1.0
GLOBAL,MINCOAHND,COAHND,1,2030,1.0
GLOBAL,MINCOAHND,COAHND,1,2031,1.0
GLOBAL,MINCOAHND,COAHND,1,2032,1.0
GLOBAL,MINCOAHND,COAHND,1,2033,1.0
GLOBAL,MINCOAHND,COAHND,1,2034,1.0
GLOBAL,MINCOAHND,COAHND,1,2035,1.0
GLOBAL,MINCOAHND,COAHND,1,2036,1.0
GLOBAL,MINCOAHND,COAHND,1,2037,1.0
GLOBAL,MINCOAHND,COAHND,1,2038,1.0
GLOBAL,MINCOAHND,COAHND,1,2039,1.0
GLOBAL,MINCOAHND,COAHND,1,2040,1.0
GLOBAL,MINCOAHND,COAHND,1,2041,1.0
GLOBAL,MINCOAHND,COAHND,1,2042,1.0
GLOBAL,MINCOAHND,COAHND,1,2043,1.0
GLOBAL,MINCOAHND,COAHND,1,2044,1.0
GLOBAL,MINCOAHND,COAHND,1,2045,1.0
GLOBAL,MINCOAHND,COAHND,1,2046,1.0
GLOBAL,MINCOAHND,COAHND,1,2047,1.0
GLOBAL,MINCOAHND,COAHND,1,2048,1.0
GLOBAL,MINCOAHND,COAHND,1,2049,1.0
GLOBAL,MINCOAHND,COAHND,1,2050,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2023,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2024,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2025,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2026,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2027,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2028,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2029,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2030,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2031,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2032,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2033,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2034,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2035,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2036,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2037,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2038,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2039,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2040,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2041,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2042,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2043,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2044,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2045,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2046,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2047,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2048,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2049,1.0
GLOBAL,MINCOAHTI,COAHTI,1,2050,1.0
GLOBAL,MINCOAINT,COAINT,1,2023,1.0
GLOBAL,MINCOAINT,COAINT,1,2024,1.0
GLOBAL,MINCOAINT,COAINT,1,2025,1.0
GLOBAL,MINCOAINT,COAINT,1,2026,1.0
GLOBAL,MINCOAINT,COAINT,1,2027,1.0
GLOBAL,MINCOAINT,COAINT,1,2028,1.0
GLOBAL,MINCOAINT,COAINT,1,2029,1.0
GLOBAL,MINCOAINT,COAINT,1,2030,1.0
GLOBAL,MINCOAINT,COAINT,1,2031,1.0
GLOBAL,MINCOAINT,COAINT,1,2032,1.0
GLOBAL,MINCOAINT,COAINT,1,2033,1.0
GLOBAL,MINCOAINT,COAINT,1,2034,1.0
GLOBAL,MINCOAINT,COAINT,1,2035,1.0
GLOBAL,MINCOAINT,COAINT,1,2036,1.0
GLOBAL,MINCOAINT,COAINT,1,2037,1.0
GLOBAL,MINCOAINT,COAINT,1,2038,1.0
GLOBAL,MINCOAINT,COAINT,1,2039,1.0
GLOBAL,MINCOAINT,COAINT,1,2040,1.0
GLOBAL,MINCOAINT,COAINT,1,2041,1.0
GLOBAL,MINCOAINT,COAINT,1,2042,1.0
GLOBAL,MINCOAINT,COAINT,1,2043,1.0
GLOBAL,MINCOAINT,COAINT,1,2044,1.0
GLOBAL,MINCOAINT,COAINT,1,2045,1.0
GLOBAL,MINCOAINT,COAINT,1,2046,1.0
GLOBAL,MINCOAINT,COAINT,1,2047,1.0
GLOBAL,MINCOAINT,COAINT,1,2048,1.0
GLOBAL,MINCOAINT,COAINT,1,2049,1.0
GLOBAL,MINCOAINT,COAINT,1,2050,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2023,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2024,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2025,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2026,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2027,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2028,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2029,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2030,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2031,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2032,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2033,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2034,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2035,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2036,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2037,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2038,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2039,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2040,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2041,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2042,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2043,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2044,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2045,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2046,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2047,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2048,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2049,1.0
GLOBAL,MINCOAMEX,COAMEX,1,2050,1.0
GLOBAL,MINCOANIC,COANIC,1,2023,1.0
GLOBAL,MINCOANIC,COANIC,1,2024,1.0
GLOBAL,MINCOANIC,COANIC,1,2025,1.0
GLOBAL,MINCOANIC,COANIC,1,2026,1.0
GLOBAL,MINCOANIC,COANIC,1,2027,1.0
GLOBAL,MINCOANIC,COANIC,1,2028,1.0
GLOBAL,MINCOANIC,COANIC,1,2029,1.0
GLOBAL,MINCOANIC,COANIC,1,2030,1.0
GLOBAL,MINCOANIC,COANIC,1,2031,1.0
GLOBAL,MINCOANIC,COANIC,1,2032,1.0
GLOBAL,MINCOANIC,COANIC,1,2033,1.0
GLOBAL,MINCOANIC,COANIC,1,2034,1.0
GLOBAL,MINCOANIC,COANIC,1,2035,1.0
GLOBAL,MINCOANIC,COANIC,1,2036,1.0
GLOBAL,MINCOANIC,COANIC,1,2037,1.0
GLOBAL,MINCOANIC,COANIC,1,2038,1.0
GLOBAL,MINCOANIC,COANIC,1,2039,1.0
GLOBAL,MINCOANIC,COANIC,1,2040,1.0
GLOBAL,MINCOANIC,COANIC,1,2041,1.0
GLOBAL,MINCOANIC,COANIC,1,2042,1.0
GLOBAL,MINCOANIC,COANIC,1,2043,1.0
GLOBAL,MINCOANIC,COANIC,1,2044,1.0
GLOBAL,MINCOANIC,COANIC,1,2045,1.0
GLOBAL,MINCOANIC,COANIC,1,2046,1.0
GLOBAL,MINCOANIC,COANIC,1,2047,1.0
GLOBAL,MINCOANIC,COANIC,1,2048,1.0
GLOBAL,MINCOANIC,COANIC,1,2049,1.0
GLOBAL,MINCOANIC,COANIC,1,2050,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2023,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2024,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2025,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2026,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2027,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2028,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2029,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2030,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2031,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2032,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2033,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2034,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2035,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2036,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2037,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2038,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2039,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2040,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2041,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2042,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2043,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2044,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2045,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2046,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2047,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2048,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2049,1.0
GLOBAL,MINCOAPAN,COAPAN,1,2050,1.0
GLOBAL,MINCOAPER,COAPER,1,2023,1.0
GLOBAL,MINCOAPER,COAPER,1,2024,1.0
GLOBAL,MINCOAPER,COAPER,1,2025,1.0
GLOBAL,MINCOAPER,COAPER,1,2026,1.0
GLOBAL,MINCOAPER,COAPER,1,2027,1.0
GLOBAL,MINCOAPER,COAPER,1,2028,1.0
GLOBAL,MINCOAPER,COAPER,1,2029,1.0
GLOBAL,MINCOAPER,COAPER,1,2030,1.0
GLOBAL,MINCOAPER,COAPER,1,2031,1.0
GLOBAL,MINCOAPER,COAPER,1,2032,1.0
GLOBAL,MINCOAPER,COAPER,1,2033,1.0
GLOBAL,MINCOAPER,COAPER,1,2034,1.0
GLOBAL,MINCOAPER,COAPER,1,2035,1.0
GLOBAL,MINCOAPER,COAPER,1,2036,1.0
GLOBAL,MINCOAPER,COAPER,1,2037,1.0
GLOBAL,MINCOAPER,COAPER,1,2038,1.0
GLOBAL,MINCOAPER,COAPER,1,2039,1.0
GLOBAL,MINCOAPER,COAPER,1,2040,1.0
GLOBAL,MINCOAPER,COAPER,1,2041,1.0
GLOBAL,MINCOAPER,COAPER,1,2042,1.0
GLOBAL,MINCOAPER,COAPER,1,2043,1.0
GLOBAL,MINCOAPER,COAPER,1,2044,1.0
GLOBAL,MINCOAPER,COAPER,1,2045,1.0
GLOBAL,MINCOAPER,COAPER,1,2046,1.0
